frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
93,54.2,0.6259,0.6376,168.99,306.05,91,11,79,10,35,56
94,54.267,0.6259,0.6376,168.99,306.05,92,11,80,11,33,59
95,54.333,0.6259,0.6376,168.99,306.05,100,9,91,9,39,61
96,54.4,0.6259,0.6376,168.99,306.05,92,13,79,13,33,59
97,54.467,0.6259,0.6376,168.99,306.05,78,9,69,9,20,58
98,54.533,0.6259,0.6376,168.99,306.05,84,10,74,10,26,58
99,54.6,0.6259,0.6376,168.99,306.05,89,14,75,14,31,58
100,54.667,0.6259,0.6376,168.99,306.05,93,14,78,14,33,60
101,54.733,0.6259,0.6376,168.99,306.05,97,11,85,11,36,61
102,54.8,0.6259,0.6376,168.99,306.05,94,13,81,13,35,59
103,54.867,0.6259,0.6376,168.99,306.05,92,9,83,9,31,61
104,54.933,0.6259,0.6376,168.99,306.05,89,12,76,12,31,58
105,55,0.626,0.6377,169.01,306.11,87,13,74,13,28,59
106,55.067,0.626,0.6377,169.01,306.11,89,11,77,11,29,60
107,55.133,0.626,0.6377,169.01,306.11,90,11,79,11,28,62
108,55.2,0.626,0.6377,169.01,306.11,94,14,78,14,35,59
109,55.267,0.626,0.6377,169.01,306.11,97,14,82,14,37,60
110,55.333,0.626,0.6377,169.01,306.11,96,15,81,15,36,60
111,55.4,0.626,0.6377,169.01,306.11,95,15,80,15,34,61
112,55.467,0.626,0.6377,169.01,306.11,99,15,84,15,38,61
113,55.533,0.5494,0.8056,148.33,386.67,93,8,85,8,41,52
114,55.6,,,,,85,6,79,6,31,54
115,55.667,,,,,78,7,71,7,25,53
116,55.733,0.7062,0.6924,190.67,332.33,87,6,81,6,33,54
117,55.8,,,,,87,9,78,9,35,52
118,55.867,0.5014,0.8839,135.38,424.25,91,10,81,10,37,54
119,55.933,0.4794,0.8838,129.43,424.23,83,10,73,10,31,52
120,56,0.4598,0.8839,124.13,424.27,87,8,79,8,33,54
121,56.067,0.4424,0.8837,119.44,424.16,94,10,84,10,39,55
122,56.133,0.4248,0.8835,114.69,424.06,91,7,84,7,38,53
123,56.2,0.406,0.8835,109.61,424.09,91,8,83,8,38,53
124,56.267,0.3902,0.884,105.35,424.33,99,10,88,10,44,55
125,56.333,0.3837,0.8835,103.61,424.09,105,12,92,12,52,53
126,56.4,0.3837,0.8835,103.61,424.09,95,10,85,10,41,54
127,56.467,0.3837,0.8835,103.61,424.09,93,8,85,8,39,54
128,56.533,0.3837,0.8835,103.61,424.09,94,8,86,8,40,54
129,56.6,0.3837,0.8835,103.61,424.09,93,11,82,11,39,54
130,56.667,0.3837,0.8835,103.61,424.09,93,7,83,7,38,55
131,56.733,0.3837,0.8835,103.61,424.09,90,11,78,11,37,53
132,56.8,0.3837,0.8835,103.61,424.09,86,10,76,10,36,50
133,56.867,0.3837,0.8835,103.61,424.09,86,11,75,11,34,52
134,56.933,0.3837,0.8835,103.61,424.09,84,7,75,7,31,53
135,57,0.3837,0.8835,103.61,424.09,95,8,86,8,41,54
136,57.067,0.3837,0.8835,103.61,424.09,85,6,79,6,34,51
137,57.133,0.3837,0.8835,103.61,424.09,79,12,67,12,28,51
138,57.2,0.3837,0.8835,103.61,424.09,85,11,73,11,33,52
139,57.267,0.3837,0.8835,103.61,424.09,94,9,85,9,41,53
140,57.333,0.3837,0.8835,103.61,424.09,92,12,80,12,42,50
141,57.4,0.3837,0.8835,103.61,424.09,89,8,78,8,39,50
142,57.467,0.3837,0.8835,103.61,424.09,83,8,72,8,33,50
143,57.533,0.3837,0.8835,103.61,424.09,95,10,85,10,44,51
144,57.6,0.3837,0.8835,103.61,424.09,83,8,75,8,32,51
145,57.667,0.3837,0.8835,103.61,424.09,82,9,73,9,30,52
146,57.733,0.3837,0.8835,103.61,424.09,92,10,82,10,40,52
147,57.8,0.3837,0.8835,103.61,424.09,86,10,76,10,32,54
148,57.867,0.3981,0.8835,107.5,424.09,78,11,67,11,27,51
149,57.933,0.4124,0.8838,111.35,424.24,83,10,73,10,32,51
150,58,0.4124,0.8838,111.35,424.24,86,13,72,13,35,51
151,58.067,0.4124,0.8838,111.35,424.24,94,10,83,10,42,52
152,58.133,0.4124,0.8838,111.35,424.24,83,8,75,8,32,51
153,58.2,0.4124,0.8838,111.35,424.24,79,12,67,12,28,51
154,58.267,0.4124,0.8838,111.35,424.24,80,9,71,9,28,52
155,58.333,0.4124,0.8838,111.35,424.24,88,11,77,11,36,52
156,58.4,0.4124,0.8838,111.35,424.24,101,15,84,15,49,52
157,58.467,0.4124,0.8838,111.35,424.24,99,11,87,11,48,51
158,58.533,0.4124,0.8838,111.35,424.24,92,12,80,12,40,52
159,58.6,0.4124,0.8838,111.35,424.24,93,9,84,9,41,52
160,58.667,0.4124,0.8838,111.35,424.24,85,9,76,9,34,51
161,58.733,0.4124,0.8838,111.35,424.24,84,12,71,12,33,51
162,58.8,0.4254,0.884,114.85,424.34,93,11,80,11,42,51
163,58.867,0.4254,0.8842,114.86,424.43,83,11,70,11,32,51
164,58.933,0.4254,0.8842,114.86,424.43,86,12,72,12,34,52
165,59,0.4254,0.8842,114.86,424.43,80,7,73,7,30,50
166,59.067,0.4254,0.8842,114.86,424.43,81,9,72,9,28,53
167,59.133,0.4254,0.8842,114.86,424.43,87,8,78,8,35,52
168,59.2,0.4254,0.8842,114.86,424.43,92,8,83,8,42,50
169,59.267,0.4254,0.8842,114.86,424.43,86,14,71,14,36,50
170,59.333,0.4254,0.884,114.85,424.34,84,10,74,10,35,49
171,59.4,0.4254,0.884,114.85,424.34,88,9,79,9,35,53
172,59.467,0.4428,0.8835,119.56,424.07,98,13,83,13,46,52
173,59.533,0.4598,0.8837,124.15,424.16,90,5,82,5,40,50
174,59.6,0.4597,0.8841,124.12,424.36,92,9,82,9,43,49
175,59.667,0.4597,0.8841,124.12,424.36,95,9,85,9,44,51
176,59.733,0.4597,0.8841,124.12,424.36,83,7,75,7,32,51
177,59.8,0.4597,0.8841,124.12,424.36,87,14,72,14,38,49
178,59.867,0.4597,0.8841,124.12,424.36,85,10,74,10,34,51
179,59.933,0.4597,0.8841,124.12,424.36,83,8,75,8,31,52
180,60,0.4594,0.8846,124.03,424.62,93,16,77,16,40,53
181,60.067,0.4725,0.8838,127.57,424.23,90,9,80,9,39,51
182,60.133,0.4923,0.8843,132.92,424.48,79,11,68,11,28,51
183,60.2,0.5093,0.8836,137.5,424.14,87,12,74,12,36,51
184,60.267,0.5236,0.8837,141.38,424.16,82,6,75,6,30,52
185,60.333,0.5236,0.8837,141.38,424.16,79,8,71,8,29,50
186,60.4,0.5236,0.8837,141.38,424.16,81,9,72,9,32,49
187,60.467,0.5236,0.8837,141.38,424.16,78,10,68,10,28,50
188,60.533,0.5259,0.8842,141.98,424.39,91,15,76,15,40,51
189,60.6,0.5459,0.8837,147.38,424.16,91,10,81,10,40,51
190,60.667,0.5617,0.8838,151.65,424.24,97,12,85,12,45,52
191,60.733,0.5813,0.8842,156.95,424.42,97,12,84,12,48,49
192,60.8,0.5981,0.8835,161.5,424.09,79,4,74,4,30,49
193,60.867,0.6156,0.8848,166.2,424.7,75,4,69,4,25,50
194,60.933,0.6283,0.8838,169.65,424.24,82,8,74,8,31,51
195,61,0.6283,0.8838,169.65,424.24,83,5,78,5,34,49
196,61.067,0.6426,0.8836,173.5,424.14,96,12,82,12,50,46
197,61.133,0.6614,0.8849,178.57,424.73,83,8,73,8,35,48
198,61.2,0.6614,0.8849,178.57,424.73,81,10,68,10,31,50
199,61.267,0.6614,0.8849,178.57,424.73,80,12,66,12,32,48
200,61.333,0.6614,0.8849,178.57,424.73,76,6,69,6,28,48
201,61.4,0.6614,0.8849,178.57,424.73,74,7,66,7,27,47
202,61.467,0.6614,0.8849,178.57,424.73,74,7,67,7,23,51
203,61.533,0.6614,0.8849,178.57,424.73,72,5,67,5,25,47
204,61.6,0.6614,0.8849,178.57,424.73,79,15,64,15,30,49
205,61.667,0.6614,0.8849,178.57,424.73,84,10,72,10,36,48
206,61.733,0.6481,0.8843,174.98,424.47,86,12,74,12,37,49
207,61.8,0.6283,0.884,169.65,424.33,98,17,80,17,49,49
208,61.867,0.6061,0.884,163.65,424.33,87,11,75,11,37,50
209,61.933,0.6061,0.884,163.65,424.33,86,12,70,12,36,50
210,62,0.6519,0.636,176,305.3,81,12,67,12,32,49
211,62.067,0.6061,0.884,163.65,424.33,74,13,61,13,25,49
212,62.133,0.6255,0.6677,168.89,320.48,79,13,65,13,31,48
213,62.2,0.6036,0.6878,162.96,330.14,82,9,73,9,32,50
214,62.267,0.6036,0.8843,162.98,424.47,78,10,68,10,28,50
215,62.333,0.5837,0.884,157.6,424.31,93,22,71,22,39,54
216,62.4,0.5681,0.8835,153.39,424.09,84,16,68,16,34,50
217,62.467,0.549,0.8834,148.23,424.05,79,13,65,13,31,48
218,62.533,0.5396,0.8841,145.68,424.36,84,13,70,13,35,49
219,62.6,0.5396,0.8841,145.68,424.36,86,9,76,9,35,51
220,62.667,0.5396,0.8841,145.68,424.36,85,11,73,11,35,50
221,62.733,0.5396,0.8841,145.68,424.36,86,11,75,11,35,51
222,62.8,0.5396,0.8841,145.68,424.36,87,11,76,11,35,52
223,62.867,0.5396,0.8841,145.68,424.36,97,15,80,15,46,51
224,62.933,0.5396,0.8841,145.68,424.36,87,8,78,8,35,52
225,63,0.5396,0.8841,145.68,424.36,83,11,71,11,34,49
226,63.067,0.5396,0.8841,145.68,424.36,80,15,65,15,32,48
227,63.133,0.5396,0.8841,145.68,424.36,79,7,71,7,31,48
228,63.2,0.5396,0.8841,145.68,424.36,93,11,81,11,43,50
229,63.267,0.5537,0.8836,149.5,424.14,94,11,81,11,44,50
230,63.333,0.5713,0.8831,154.24,423.89,77,11,66,11,29,48
231,63.4,0.5903,0.8835,159.39,424.09,83,15,68,15,35,48
232,63.467,0.6061,0.884,163.65,424.33,77,7,70,7,26,51
233,63.533,0.6161,0.8847,166.34,424.67,73,8,65,8,27,46
234,63.6,0.6161,0.8847,166.34,424.67,79,7,70,7,33,46
235,63.667,0.6061,0.884,163.65,424.33,79,8,69,8,37,42
236,63.733,0.5903,0.8837,159.38,424.16,87,13,73,13,44,43
237,63.8,0.5541,0.7177,149.61,344.52,74,12,62,12,35,39
238,63.867,0.5535,0.8835,149.44,424.07,77,12,65,12,34,43
239,63.933,0.5179,0.7614,139.82,365.46,73,10,63,10,33,40
240,64,0.5169,0.8838,139.57,424.23,75,8,67,8,34,41
241,64.067,0.5016,0.8838,135.43,424.23,77,6,71,6,34,43
242,64.133,0.4923,0.8843,132.92,424.48,78,9,68,9,35,43
243,64.2,0.4721,0.8438,127.48,405.01,65,9,56,8,24,41
244,64.267,0.4924,0.8845,132.94,424.56,77,13,62,13,33,44
245,64.333,0.4923,0.8841,132.92,424.39,81,20,61,20,38,43
246,64.4,0.4924,0.8845,132.94,424.56,84,22,60,22,38,46
247,64.467,0.5039,0.8842,136.05,424.42,76,11,62,11,35,41
248,64.533,0.5236,0.8837,141.38,424.16,60,9,51,9,19,41
249,64.6,0.5393,0.884,145.6,424.31,69,9,60,9,25,44
250,64.667,0.5591,0.8842,150.95,424.42,79,11,68,11,34,45
251,64.733,0.5759,0.8836,155.5,424.14,81,11,68,11,36,45
252,64.8,0.5932,0.8847,160.16,424.64,79,21,57,21,37,42
253,64.867,0.6126,0.8835,165.39,424.09,80,23,57,23,35,45
254,64.933,0.6498,0.5921,175.44,284.2,77,11,66,11,33,44
255,65,0.6611,0.6101,178.5,292.87,73,10,63,10,30,43
256,65.067,0.6726,0.6235,181.59,299.3,66,7,59,7,22,44
257,65.133,0.6834,0.6411,184.53,307.71,70,6,64,6,25,45
258,65.2,0.695,0.6591,187.64,316.36,75,10,64,10,32,43
259,65.267,0.7018,0.6735,189.47,323.27,66,7,59,7,22,44
260,65.333,0.7058,0.6916,190.56,331.96,74,11,63,11,30,44
261,65.4,0.7074,0.6909,191,331.65,68,10,58,9,27,41
262,65.467,0.7068,0.689,190.84,330.73,70,13,57,13,29,41
263,65.533,0.7317,0.8838,197.56,424.2,85,13,72,13,43,42
264,65.6,0.7317,0.8838,197.56,424.2,70,13,57,13,30,40
265,65.667,0.6936,0.7232,187.27,347.12,70,9,60,9,29,41
266,65.733,0.7067,0.8847,190.81,424.64,76,7,68,7,32,44
267,65.8,0.7013,0.7085,189.35,340.07,82,19,63,19,39,43
268,65.867,0.6703,0.8843,180.98,424.47,76,16,59,16,34,42
269,65.933,0.6519,0.8843,176.02,424.47,75,12,62,12,31,44
270,66,0.6348,0.8835,171.39,424.07,75,12,60,12,28,47
271,66.067,0.6153,0.8849,166.13,424.75,70,13,55,13,27,43
272,66.133,0.5981,0.8836,161.5,424.14,66,10,56,10,23,43
273,66.2,0.5813,0.8842,156.95,424.42,71,12,58,12,27,44
274,66.267,0.5617,0.8838,151.65,424.24,79,11,67,11,32,47
275,66.333,0.5459,0.8837,147.38,424.16,66,10,54,10,21,45
276,66.4,0.5262,0.884,142.07,424.33,77,14,62,14,31,46
277,66.467,0.5093,0.8836,137.5,424.14,73,15,58,15,28,45
278,66.533,0.4923,0.884,132.93,424.33,74,15,59,15,29,45
279,66.6,0.4727,0.8837,127.62,424.16,81,16,64,16,36,45
280,66.667,0.457,0.8837,123.38,424.16,69,11,58,11,25,44
281,66.733,0.4372,0.8842,118.05,424.42,77,15,61,15,30,47
282,66.8,0.4282,0.8835,115.61,424.09,75,12,63,12,33,42
283,66.867,0.4282,0.8835,115.61,424.09,74,14,60,14,31,43
284,66.933,0.4282,0.8835,115.61,424.09,71,14,56,14,29,42
285,67,0.4372,0.8842,118.05,424.42,76,12,63,12,32,44
286,67.067,0.4121,0.6256,111.26,300.29,70,10,60,10,27,43
287,67.133,0.4725,0.8838,127.57,424.23,73,11,62,11,29,44
288,67.2,0.492,0.884,132.84,424.32,77,12,65,12,31,46
289,67.267,0.5093,0.8836,137.5,424.14,85,23,62,23,40,45
290,67.333,0.5263,0.8836,142.1,424.11,70,13,56,13,28,42
291,67.4,0.5459,0.8837,147.38,424.16,72,10,61,10,29,43
292,67.467,0.5617,0.8838,151.65,424.24,76,12,62,12,35,41
293,67.533,0.5813,0.8842,156.95,424.42,75,10,64,10,31,44
294,67.6,0.5981,0.8833,161.49,424,65,8,57,8,23,42
295,67.667,0.6155,0.8847,166.19,424.64,59,10,49,10,17,42
296,67.733,0.635,0.8836,171.45,424.13,67,8,59,8,23,44
297,67.8,0.638,0.8844,172.27,424.5,76,13,63,13,33,43
298,67.867,0.638,0.8844,172.27,424.5,75,14,60,14,33,42
299,67.933,0.638,0.8844,172.27,424.5,70,11,58,11,27,43
300,68,0.638,0.8844,172.27,424.5,69,12,57,12,26,43
301,68.067,0.638,0.8844,172.27,424.5,75,11,63,11,34,41
302,68.133,0.638,0.8844,172.27,424.5,70,9,61,9,28,42
303,68.2,0.638,0.8844,172.27,424.5,69,10,58,10,27,42
304,68.267,0.638,0.8844,172.27,424.5,65,9,56,9,24,41
305,68.333,0.6283,0.884,169.65,424.33,68,11,56,11,27,41
306,68.4,0.6126,0.8835,165.39,424.09,78,13,65,13,36,42
307,68.467,0.5901,0.8837,159.33,424.16,81,8,73,8,39,42
308,68.533,0.571,0.8844,154.18,424.49,74,8,63,8,31,43
309,68.6,0.5615,0.884,151.6,424.31,63,6,56,6,22,41
310,68.667,0.5615,0.884,151.6,424.31,66,9,57,9,24,42
311,68.733,0.5615,0.884,151.6,424.31,61,11,50,11,21,40
312,68.8,0.5615,0.884,151.6,424.31,71,10,61,10,29,42
313,68.867,0.5614,0.8838,151.57,424.23,79,15,64,15,38,41
314,68.933,0.5614,0.8838,151.57,424.23,78,12,65,12,37,41
315,69,0.5813,0.8842,156.95,424.42,68,10,58,10,28,40
316,69.067,0.5979,0.8835,161.44,424.07,65,8,56,8,25,40
317,69.133,0.6158,0.8846,166.26,424.6,65,7,57,7,23,42
318,69.2,0.6259,0.8843,168.98,424.47,72,9,62,9,30,42
319,69.267,0.6259,0.8843,168.98,424.47,70,10,60,10,28,42
320,69.333,0.6152,0.8848,166.12,424.7,70,8,62,8,29,41
321,69.4,0.6126,0.8835,165.39,424.09,70,13,56,13,29,41
322,69.467,0.6126,0.8835,165.39,424.09,71,11,60,11,31,40
323,69.533,0.6126,0.8835,165.39,424.09,69,11,58,11,27,42
324,69.6,0.6283,0.884,169.65,424.33,68,11,57,11,28,40
325,69.667,0.6481,0.8843,174.98,424.47,65,11,54,11,24,41
326,69.733,0.6653,0.8837,179.62,424.16,68,10,57,10,28,40
327,69.8,0.6794,0.8837,183.44,424.16,68,9,57,9,28,40
328,69.867,0.6794,0.8837,183.44,424.16,70,8,61,8,30,40
329,69.933,0.6872,0.8836,185.55,424.13,74,11,63,11,33,41
330,70,0.7069,0.8849,190.87,424.75,73,12,61,12,34,39
331,70.067,0.7161,0.884,193.35,424.33,70,9,60,9,30,40
332,70.133,0.7161,0.884,193.35,424.33,65,8,57,8,27,38
333,70.2,0.7161,0.884,193.35,424.33,79,9,70,9,41,38
334,70.267,0.7161,0.884,193.35,424.33,64,10,53,10,26,38
335,70.333,0.7161,0.884,193.35,424.33,59,6,52,6,21,38
336,70.4,0.7161,0.884,193.35,424.33,62,5,56,5,24,38
337,70.467,0.7161,0.884,193.35,424.33,62,8,53,8,23,39
338,70.533,0.7161,0.884,193.35,424.33,58,8,49,8,19,39
339,70.6,0.7161,0.884,193.35,424.33,62,7,55,7,22,40
340,70.667,0.7161,0.884,193.35,424.33,65,8,56,8,27,38
341,70.733,0.7161,0.884,193.35,424.33,66,9,57,9,28,38
342,70.8,0.7161,0.884,193.35,424.33,62,5,57,5,24,38
343,70.867,0.7161,0.884,193.35,424.33,57,6,51,6,20,37
344,70.933,0.7161,0.884,193.35,424.33,60,6,54,6,23,37
345,71,0.7161,0.884,193.35,424.33,60,5,55,5,24,36
346,71.067,0.7241,0.8836,195.5,424.14,70,8,61,8,32,38
347,71.133,0.7409,0.8842,200.05,424.42,65,7,58,7,28,37
348,71.2,0.7607,0.884,205.4,424.31,61,10,51,10,23,38
