frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,projectile_like_count,attacker_like_count
267,25.8,0.6443,0.7599,173.96,364.75,32,11,5,27
268,25.867,0.6203,0.7621,167.47,365.79,34,12,7,27
269,25.933,0.6079,0.7614,164.14,365.46,33,10,6,27
270,26,0.6007,0.7615,162.18,365.53,32,10,5,27
271,26.067,0.5882,0.7617,158.82,365.63,31,11,4,27
272,26.133,0.5683,0.7605,153.43,365.02,35,10,9,26
273,26.2,0.5612,0.7613,151.51,365.44,35,10,9,26
274,26.267,0.534,0.7599,144.19,364.76,28,8,4,24
275,26.333,0.2576,0.8052,69.55,386.48,28,9,4,24
276,26.4,0.5238,0.7605,141.42,365.04,29,9,4,25
277,26.467,0.4884,0.76,131.86,364.82,29,9,4,25
278,26.533,0.4871,0.7611,131.52,365.33,31,9,6,25
279,26.6,0.4792,0.7602,129.39,364.91,30,9,4,26
280,26.667,0.4588,0.76,123.86,364.82,30,10,4,26
281,26.733,0.4588,0.76,123.86,364.82,30,10,5,25
282,26.8,0.4588,0.76,123.86,364.82,32,10,6,26
283,26.867,0.4588,0.76,123.86,364.82,33,10,7,26
284,26.933,0.4588,0.76,123.86,364.82,30,10,4,26
285,27,0.4588,0.76,123.86,364.82,30,11,5,25
286,27.067,0.4588,0.76,123.86,364.82,28,10,3,25
287,27.133,0.4588,0.76,123.86,364.82,29,10,4,25
288,27.2,0.4588,0.76,123.86,364.82,30,10,5,25
289,27.267,0.4718,0.7602,127.39,364.91,30,10,5,25
290,27.333,0.459,0.7609,123.93,365.22,30,10,5,25
291,27.4,0.4292,0.7597,115.88,364.67,30,10,5,25
292,27.467,0.4292,0.7597,115.88,364.67,29,10,4,25
293,27.533,0.4292,0.7597,115.88,364.67,28,11,3,25
294,27.6,0.4292,0.7597,115.88,364.67,28,11,3,25
295,27.667,0.44,0.76,118.8,364.8,29,11,4,25
296,27.733,0.4217,0.7599,113.86,364.76,31,11,5,26
297,27.8,0.4217,0.7599,113.86,364.76,31,11,5,26
298,27.867,0.4069,0.7599,109.86,364.76,31,13,5,26
299,27.933,0.3912,0.7618,105.62,365.67,30,14,4,26
300,28,0.3912,0.7616,105.64,365.55,30,13,4,26
301,28.067,0.4109,0.7605,110.95,365.05,29,12,3,26
302,28.133,0.4007,0.7604,108.19,365,30,13,4,26
303,28.2,0.4082,0.7607,110.21,365.12,30,13,4,26
304,28.267,0.4066,0.7606,109.78,365.07,30,13,4,26
305,28.333,0.4066,0.7606,109.78,365.07,30,13,4,26
306,28.4,0.4066,0.7606,109.78,365.07,30,13,4,26
307,28.467,0.4005,0.761,108.13,365.3,31,14,5,26
308,28.533,0.3838,0.7606,103.63,365.11,31,14,5,26
309,28.6,0.39,0.7607,105.3,365.15,32,15,6,26
310,28.667,0.361,0.7606,97.48,365.08,31,14,5,26
311,28.733,0.348,0.7607,93.95,365.14,32,16,6,26
312,28.8,0.348,0.7607,93.95,365.14,30,13,4,26
313,28.867,0.3411,0.7602,92.11,364.89,32,14,6,26
314,28.933,0.3263,0.7602,88.11,364.89,32,14,6,26
315,29,0.331,0.7611,89.37,365.35,31,14,5,26
316,29.067,0.331,0.7611,89.37,365.35,35,15,8,27
317,29.133,0.3189,0.76,86.1,364.8,35,13,5,30
318,29.2,0.3241,0.7606,87.52,365.11,36,11,6,30
319,29.267,0.6056,0.6928,163.52,332.56,37,12,6,31
320,29.333,0.6163,0.7095,166.4,340.56,43,13,12,31
321,29.4,0.6208,0.7176,167.62,344.46,35,12,6,29
322,29.467,0.6351,0.7373,171.48,353.93,38,13,8,30
323,29.533,0.6472,0.7545,174.73,362.15,39,15,9,30
324,29.6,0.6504,0.7618,175.61,365.68,35,12,5,30
325,29.667,0.6624,0.7814,178.84,375.08,37,14,7,30
326,29.733,0.6689,0.7986,180.61,383.32,34,12,4,30
327,29.8,0.6739,0.8061,181.96,386.93,38,14,8,30
328,29.867,0.3096,0.7609,83.58,365.21,31,11,5,26
329,29.933,0.3096,0.7609,83.58,365.21,31,11,5,26
330,30,0.3096,0.7609,83.58,365.21,31,11,6,25
331,30.067,0.3096,0.7609,83.58,365.21,33,10,7,26
332,30.133,0.3096,0.7609,83.58,365.21,30,10,6,24
333,30.2,0.3096,0.7609,83.58,365.21,30,10,5,25
334,30.267,0.3096,0.7609,83.58,365.21,33,10,8,25
335,30.333,0.3096,0.7609,83.58,365.21,31,10,6,25
336,30.4,0.3096,0.7609,83.58,365.21,31,10,6,25
337,30.467,0.3096,0.7609,83.58,365.21,31,10,6,25
338,30.533,0.3161,0.761,85.35,365.27,30,9,6,24
339,30.6,0.3115,0.76,84.1,364.8,31,9,7,24
340,30.667,0.3189,0.76,86.1,364.8,31,9,6,25
341,30.733,0.3041,0.76,82.1,364.8,30,9,5,25
342,30.8,0.3087,0.761,83.35,365.27,32,9,7,25
