frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
299,109.933,0.5093,0.8836,137.5,424.14,20,13,7,13,15,5
300,110,0.5262,0.884,142.07,424.33,20,9,11,9,15,5
301,110.067,0.5459,0.8837,147.38,424.16,23,13,10,13,18,5
302,110.133,0.5615,0.8837,151.62,424.16,20,12,8,12,15,5
303,110.2,0.5813,0.8842,156.95,424.42,16,8,7,8,11,5
304,110.267,0.5981,0.8833,161.49,424,17,11,5,11,12,5
305,110.333,0.6155,0.8844,166.18,424.49,16,10,6,10,11,5
306,110.4,0.6259,0.8843,168.98,424.47,16,11,5,11,11,5
307,110.467,0.6259,0.8843,168.98,424.47,20,14,5,14,15,5
308,110.533,0.6259,0.8843,168.98,424.47,20,10,9,10,15,5
309,110.6,0.5944,0.6649,160.49,319.15,29,15,14,15,20,9
310,110.667,0.6426,0.8835,173.5,424.09,26,13,13,13,17,9
311,110.733,0.661,0.8849,178.47,424.74,31,18,13,18,22,9
312,110.8,0.6794,0.8837,183.44,424.16,30,18,12,18,21,9
313,110.867,0.6964,0.8843,188.02,424.47,21,11,10,11,13,8
314,110.933,0.7161,0.884,193.35,424.33,20,7,13,7,12,8
315,111,0.7186,0.8843,194.02,424.47,22,11,11,11,14,8
316,111.067,0.7186,0.8843,194.02,424.47,23,7,15,7,15,8
317,111.133,0.7017,0.8835,189.45,424.07,27,14,13,14,19,8
318,111.2,0.6844,0.8844,184.78,424.53,25,11,14,11,17,8
319,111.267,0.665,0.8833,179.55,423.96,23,10,13,10,15,8
320,111.333,0.6481,0.8843,174.98,424.47,23,11,12,11,15,8
321,111.4,0.6481,0.8843,174.98,424.47,32,14,17,14,24,8
322,111.467,0.6481,0.8843,174.98,424.47,28,12,16,12,20,8
323,111.533,0.6481,0.8843,174.98,424.47,27,13,13,13,19,8
324,111.6,0.6481,0.8843,174.98,424.47,28,13,15,13,20,8
325,111.667,0.6481,0.8843,174.98,424.47,24,11,13,11,16,8
326,111.733,0.6481,0.8843,174.98,424.47,25,11,14,11,17,8
327,111.8,0.6481,0.8843,174.98,424.47,23,9,14,9,15,8
328,111.867,0.6481,0.8843,174.98,424.47,25,12,12,12,17,8
329,111.933,0.6481,0.8843,174.98,424.47,31,14,16,14,23,8
330,112,0.6481,0.8843,174.98,424.47,27,11,15,11,19,8
331,112.067,0.6477,0.8841,174.89,424.34,27,13,13,13,19,8
332,112.133,0.6481,0.8843,174.98,424.47,26,10,16,10,18,8
333,112.2,0.6481,0.8843,174.98,424.47,24,10,14,10,16,8
334,112.267,0.6481,0.8843,174.98,424.47,24,9,15,9,16,8
335,112.333,0.6481,0.8843,174.98,424.47,23,7,15,7,15,8
336,112.4,0.6481,0.8843,174.98,424.47,26,11,14,11,18,8
337,112.467,0.6481,0.8843,174.98,424.47,30,13,17,13,22,8
338,112.533,0.6481,0.8843,174.98,424.47,30,13,17,13,22,8
339,112.6,0.6481,0.8843,174.98,424.47,25,12,12,12,17,8
340,112.667,0.6481,0.8843,174.98,424.47,27,12,14,12,19,8
341,112.733,0.6481,0.8843,174.98,424.47,21,9,12,9,13,8
342,112.8,0.6481,0.8843,174.98,424.47,22,7,15,7,14,8
