frame_index,time_s,player_x_norm,player_y_norm,player_x_px,player_y_px,colored_component_count,lower_pressure_component_count,rack_region_component_count,active_pressure_component_count,projectile_like_count,attacker_like_count
266,887.733,0.5236,0.8837,141.38,424.16,40,12,27,12,24,16
267,887.8,0.5236,0.8837,141.38,424.16,37,13,24,13,22,15
268,887.867,0.5236,0.8837,141.38,424.16,43,16,27,16,27,16
269,887.933,0.5236,0.8837,141.38,424.16,45,17,25,17,30,15
270,888,0.5236,0.8837,141.38,424.16,34,10,24,10,19,15
271,888.067,0.5236,0.8837,141.38,424.16,40,11,29,11,25,15
272,888.133,0.5171,0.8837,139.62,424.16,41,6,35,6,25,16
273,888.2,0.5039,0.8845,136.06,424.56,30,7,22,7,17,13
274,888.267,0.5039,0.8845,136.06,424.56,35,14,20,14,21,14
275,888.333,0.5039,0.8845,136.06,424.56,40,16,23,16,25,15
276,888.4,0.5039,0.8845,136.06,424.56,49,18,31,18,35,14
277,888.467,0.5039,0.8845,136.06,424.56,37,18,19,18,24,13
278,888.533,0.5261,0.8842,142.05,424.42,28,10,18,10,15,13
279,888.6,0.5459,0.8837,147.38,424.16,31,12,19,12,17,14
280,888.667,0.5537,0.8836,149.5,424.14,29,8,20,8,16,13
281,888.733,0.5537,0.8836,149.5,424.14,29,11,17,11,15,14
282,888.8,0.5459,0.8837,147.38,424.16,30,9,19,9,17,13
283,888.867,0.5261,0.8842,142.05,424.42,42,13,29,13,28,14
284,888.933,0.5093,0.8836,137.5,424.14,35,13,22,13,21,14
285,889,0.4923,0.8843,132.92,424.48,35,11,24,11,21,14
286,889.067,0.4727,0.8837,127.62,424.16,41,7,34,7,27,14
287,889.133,0.457,0.8837,123.38,424.16,49,12,36,12,32,17
288,889.2,0.448,0.8842,120.95,424.42,36,10,24,10,23,13
289,889.267,0.448,0.8842,120.95,424.42,33,10,22,10,20,13
290,889.333,0.448,0.8842,120.95,424.42,28,13,15,13,15,13
291,889.4,0.448,0.8842,120.95,424.42,28,11,16,11,14,14
292,889.467,0.448,0.8842,120.95,424.42,26,12,14,12,13,13
293,889.533,0.448,0.8842,120.95,424.42,32,12,19,12,18,14
